,i,j,clusters
364,3,88,6
365,3,89,3
366,3,90,5
367,3,91,1
368,4,0,6
369,4,1,2
370,4,2,2
371,4,3,4
372,4,4,4
373,4,5,6
374,4,6,6
375,4,7,4
376,4,8,1
377,4,9,4
378,4,10,6
379,4,11,4
380,4,12,5
381,4,13,5
382,4,14,5
383,4,15,1
384,4,16,1
385,4,17,5
386,4,18,6
387,4,19,2
388,4,20,6
389,4,21,5
390,4,22,4
391,4,23,1
392,4,24,5
393,4,25,3
394,4,26,3
395,4,27,2
396,4,28,6
397,4,29,6
398,4,30,3
399,4,31,3
400,4,32,3
401,4,33,25
402,4,34,11
403,4,35,1
404,4,36,1
405,4,37,1
406,4,38,1
407,4,39,1
408,4,40,1
409,4,41,1
410,4,42,1
411,4,43,1
412,4,44,1
413,4,45,1
414,4,46,1
415,4,47,1
416,4,48,1
417,4,49,1
418,4,50,1
419,4,51,1
420,4,52,1
421,4,53,1
422,4,54,1
423,4,55,1
424,4,56,26
425,4,57,27
426,4,58,28
427,4,59,9
428,4,60,13
429,4,61,3
430,4,62,3
431,4,63,5
432,4,64,5
433,4,65,4
434,4,66,5
435,4,67,6
436,4,68,6
437,4,69,3
438,4,70,5
439,4,71,6
440,4,72,3
441,4,73,3
442,4,74,6
443,4,75,3
444,4,76,5
445,4,77,4
446,4,78,5
447,4,79,4
448,4,80,5
449,4,81,5
450,4,82,5
451,4,83,5
452,4,84,5
453,4,85,5
454,4,86,3
455,4,87,5
456,4,88,5
457,4,89,6
458,4,90,5
459,4,91,4
460,5,0,2
461,5,1,2
462,5,2,2
463,5,3,6
464,5,4,6
465,5,5,6
466,5,6,6
467,5,7,4
468,5,8,1
469,5,9,4
470,5,10,5
471,5,11,6
472,5,12,3
473,5,13,5
474,5,14,5
475,5,15,1
476,5,16,1
477,5,17,1
478,5,18,5
479,5,19,6
480,5,20,4
481,5,21,5
482,5,22,4
483,5,23,4
484,5,24,6
485,5,25,6
486,5,26,5
487,5,27,4
488,5,28,2
489,5,29,7
490,5,30,7
491,5,31,25
492,5,32,29
493,5,33,28
494,5,34,1
495,5,35,1
496,5,36,1
497,5,37,1
498,5,38,1
499,5,39,1
500,5,40,1
501,5,41,1
502,5,42,1
503,5,43,1
504,5,44,1
505,5,45,30
506,5,46,1
507,5,47,1
508,5,48,1
509,5,49,1
510,5,50,1
511,5,51,1
512,5,52,1
513,5,53,1
514,5,54,1
515,5,55,1
516,5,56,1
517,5,57,1
518,5,58,1
519,5,59,1
520,5,60,1
521,5,61,29
522,5,62,25
523,5,63,5
524,5,64,5
525,5,65,6
526,5,66,3
527,5,67,6
528,5,68,6
529,5,69,3
530,5,70,5
531,5,71,6
532,5,72,3
533,5,73,3
534,5,74,3
535,5,75,3
536,5,76,5
537,5,77,6
538,5,78,3
539,5,79,3
540,5,80,6
541,5,81,5
542,5,82,5
543,5,83,5
544,5,84,5
545,5,85,3
546,5,86,2
547,5,87,5
548,5,88,4
549,5,89,4
550,5,90,5
551,5,91,3
552,6,0,7
553,6,1,2
554,6,2,3
555,6,3,4
556,6,4,4
557,6,5,4
558,6,6,4
559,6,7,5
560,6,8,2
561,6,9,3
562,6,10,4
563,6,11,5
564,6,12,4
565,6,13,4
566,6,14,5
567,6,15,5
568,6,16,4
569,6,17,5
570,6,18,5
571,6,19,4
572,6,20,4
573,6,21,5
574,6,22,6
575,6,23,5
576,6,24,6
577,6,25,6
578,6,26,6
579,6,27,3
580,6,28,7
581,6,29,13
582,6,30,9
583,6,31,31
584,6,32,27
585,6,33,1
586,6,34,1
587,6,35,1
588,6,36,1
589,6,37,1
590,6,38,1
591,6,39,1
592,6,40,1
593,6,41,32
594,6,42,1
595,6,43,1
596,6,44,24
597,6,45,1
598,6,46,1
599,6,47,1
600,6,48,1
601,6,49,1
602,6,50,1
603,6,51,33
604,6,52,1
605,6,53,1
606,6,54,1
607,6,55,1
608,6,56,1
609,6,57,1
610,6,58,1
611,6,59,1
612,6,60,30
613,6,61,17
614,6,62,16
615,6,63,8
616,6,64,13
617,6,65,2
618,6,66,5
619,6,67,3
620,6,68,2
621,6,69,5
622,6,70,4
623,6,71,5
624,6,72,4
625,6,73,3
626,6,74,7
627,6,75,2
628,6,76,4
629,6,77,5
630,6,78,2
631,6,79,2
632,6,80,6
633,6,81,5
634,6,82,6
635,6,83,6
636,6,84,5
637,6,85,5
638,6,86,6
639,6,87,5
640,6,88,5
641,6,89,5
642,6,90,6
643,6,91,2
644,7,0,7
645,7,1,2
646,7,2,3
647,7,3,4
648,7,4,4
649,7,5,6
650,7,6,6
651,7,7,5
652,7,8,3
653,7,9,6
654,7,10,7
655,7,11,3
656,7,12,5
657,7,13,1
658,7,14,4
659,7,15,4
660,7,16,2
661,7,17,3
662,7,18,3
663,7,19,4
664,7,20,4
665,7,21,4
666,7,22,5
667,7,23,5
668,7,24,6
669,7,25,6
670,7,26,3
671,7,27,25
672,7,28,1
673,7,29,34
674,7,30,35
675,7,31,22
676,7,32,1
677,7,33,1
678,7,34,1
679,7,35,1
680,7,36,1
681,7,37,1
682,7,38,1
683,7,39,1
684,7,40,21
685,7,41,36
686,7,42,16
687,7,43,19
688,7,44,31
689,7,45,1
690,7,46,18
691,7,47,18
692,7,48,1
693,7,49,31
694,7,50,20
695,7,51,1
696,7,52,1
697,7,53,1
698,7,54,32
699,7,55,1
700,7,56,1
701,7,57,1
702,7,58,1
703,7,59,1
704,7,60,1
705,7,61,1
706,7,62,23
707,7,63,21
708,7,64,9
709,7,65,7
710,7,66,6
711,7,67,3
712,7,68,2
713,7,69,6
714,7,70,5
715,7,71,4
716,7,72,1
717,7,73,3
718,7,74,7
719,7,75,7
720,7,76,5
721,7,77,4
722,7,78,6
723,7,79,6
724,7,80,5
725,7,81,3
726,7,82,3
727,7,83,6
728,7,84,5
729,7,85,5
730,7,86,6
731,7,87,5
732,7,88,6
733,7,89,2
734,7,90,3
735,7,91,3
736,8,0,7
737,8,1,2
738,8,2,2
739,8,3,3
740,8,4,3
741,8,5,4
742,8,6,4
743,8,7,5
744,8,8,4
745,8,9,3
746,8,10,7
747,8,11,6
748,8,12,5
749,8,13,6
750,8,14,6
751,8,15,5
752,8,16,3
753,8,17,3
754,8,18,2
755,8,19,3
756,8,20,6
757,8,21,6
758,8,22,4
759,8,23,2
760,8,24,3
761,8,25,6
762,8,26,25
763,8,27,11
764,8,28,31
765,8,29,1
766,8,30,1
767,8,31,1
768,8,32,1
769,8,33,1
770,8,34,1
771,8,35,1
772,8,36,32
773,8,37,1
774,8,38,37
775,8,39,16
776,8,40,31
777,8,41,20
778,8,42,1
779,8,43,35
780,8,44,1
781,8,45,17
782,8,46,1
783,8,47,1
784,8,48,1
785,8,49,28
786,8,50,37
787,8,51,19
788,8,52,19
789,8,53,20
790,8,54,24
791,8,55,1
792,8,56,1
793,8,57,1
794,8,58,1
795,8,59,1
796,8,60,1
797,8,61,1
798,8,62,1
799,8,63,26
800,8,64,21
801,8,65,14
802,8,66,8
803,8,67,3
804,8,68,6
805,8,69,6
806,8,70,3
807,8,71,2
808,8,72,3
809,8,73,3
810,8,74,6
811,8,75,6
812,8,76,3
813,8,77,6
814,8,78,4
815,8,79,5
816,8,80,4
817,8,81,6
818,8,82,3
819,8,83,6
820,8,84,3
821,8,85,3
822,8,86,7
823,8,87,6
824,8,88,4
825,8,89,5
826,8,90,6
827,8,91,5
828,9,0,7
829,9,1,2
830,9,2,2
831,9,3,5
832,9,4,3
833,9,5,2
834,9,6,3
835,9,7,3
836,9,8,5
837,9,9,6
838,9,10,3
839,9,11,3
840,9,12,3
841,9,13,6
842,9,14,3
843,9,15,5
844,9,16,5
845,9,17,5
846,9,18,6
847,9,19,6
848,9,20,6
849,9,21,4
850,9,22,3
851,9,23,2
852,9,24,2
853,9,25,25
854,9,26,10
855,9,27,38
856,9,28,22
857,9,29,1
858,9,30,1
859,9,31,1
860,9,32,1
861,9,33,1
862,9,34,1
863,9,35,1
864,9,36,36
865,9,37,29
866,9,38,19
867,9,39,28
868,9,40,35
869,9,41,1
870,9,42,1
871,9,43,1
872,9,44,1
873,9,45,1
874,9,46,17
875,9,47,1
876,9,48,27
877,9,49,24
878,9,50,1
879,9,51,36
880,9,52,29
881,9,53,12
882,9,54,29
883,9,55,34
884,9,56,18
885,9,57,1
886,9,58,1
887,9,59,1
888,9,60,1
889,9,61,1
890,9,62,1
891,9,63,1
892,9,64,1
893,9,65,1
894,9,66,36
895,9,67,1
896,9,68,5
897,9,69,6
898,9,70,3
899,9,71,2
900,9,72,3
901,9,73,3
902,9,74,5
903,9,75,1
904,9,76,5
905,9,77,3
906,9,78,6
907,9,79,5
908,9,80,4
909,9,81,6
910,9,82,3
911,9,83,6
912,9,84,2
913,9,85,2
914,9,86,6
915,9,87,6
916,9,88,4
917,9,89,5
918,9,90,6
919,9,91,6
920,10,0,2
921,10,1,2
922,10,2,2
923,10,3,6
924,10,4,2
925,10,5,13
926,10,6,7
927,10,7,4
928,10,8,1
929,10,9,5
930,10,10,6
931,10,11,6
932,10,12,6
933,10,13,5
934,10,14,1
935,10,15,5
936,10,16,6
937,10,17,1
938,10,18,1
939,10,19,4
940,10,20,3
941,10,21,2
942,10,22,3
943,10,23,2
944,10,24,1
945,10,25,12
946,10,26,28
947,10,27,33
948,10,28,1
949,10,29,1
950,10,30,1
951,10,31,1
952,10,32,1
953,10,33,1
954,10,34,35
955,10,35,31
956,10,36,36
957,10,37,1
958,10,38,35
959,10,39,1
960,10,40,27
961,10,41,17
962,10,42,1
963,10,43,1
964,10,44,1
965,10,45,27
966,10,46,24
967,10,47,1
968,10,48,17
969,10,49,24
970,10,50,21
971,10,51,1
972,10,52,31
973,10,53,31
974,10,54,34
975,10,55,9
976,10,56,34
977,10,57,16
978,10,58,1
979,10,59,26
980,10,60,1
981,10,61,1
982,10,62,1
983,10,63,1
984,10,64,1
985,10,65,1
986,10,66,1
987,10,67,19
988,10,68,1
989,10,69,3
990,10,70,3
991,10,71,13
992,10,72,3
993,10,73,5
994,10,74,6
995,10,75,5
996,10,76,4
997,10,77,5
998,10,78,5
999,10,79,5
1000,10,80,5
1001,10,81,6
1002,10,82,6
1003,10,83,6
1004,10,84,5
1005,10,85,5
1006,10,86,5
1007,10,87,3
1008,10,88,6
1009,10,89,5
1010,10,90,5
1011,10,91,2
1012,11,0,2
1013,11,1,3
1014,11,2,2
1015,11,3,3
1016,11,4,1
1017,11,5,3
1018,11,6,6
1019,11,7,4
1020,11,8,5
1021,11,9,5
1022,11,10,6
1023,11,11,5
1024,11,12,6
1025,11,13,5
1026,11,14,1
1027,11,15,4
1028,11,16,5
1029,11,17,5
1030,11,18,6
1031,11,19,5
1032,11,20,2
1033,11,21,3
1034,11,22,5
1035,11,23,25
1036,11,24,31
1037,11,25,1
1038,11,26,39
1039,11,27,1
1040,11,28,1
1041,11,29,1
1042,11,30,1
1043,11,31,1
1044,11,32,1
1045,11,33,16
1046,11,34,37
1047,11,35,40
1048,11,36,1
1049,11,37,1
1050,11,38,1
1051,11,39,21
1052,11,40,1
1053,11,41,21
1054,11,42,28
1055,11,43,35
1056,11,44,21
1057,11,45,36
1058,11,46,28
1059,11,47,21
1060,11,48,28
1061,11,49,40
1062,11,50,37
1063,11,51,31
1064,11,52,29
1065,11,53,40
1066,11,54,1
1067,11,55,37
1068,11,56,9
1069,11,57,14
1070,11,58,16
1071,11,59,17
1072,11,60,22
1073,11,61,1
1074,11,62,1
1075,11,63,1
1076,11,64,1
1077,11,65,1
1078,11,66,1
1079,11,67,1
1080,11,68,31
1081,11,69,1
1082,11,70,5
1083,11,71,5
1084,11,72,2
1085,11,73,6
1086,11,74,3
1087,11,75,3
1088,11,76,6
1089,11,77,6
1090,11,78,6
1091,11,79,5
1092,11,80,5
1093,11,81,6
1094,11,82,6
1095,11,83,5
1096,11,84,5
1097,11,85,6
1098,11,86,5
1099,11,87,4
1100,11,88,4
1101,11,89,6
1102,11,90,5
1103,11,91,1
1104,12,0,2
1105,12,1,3
1106,12,2,6
1107,12,3,4
1108,12,4,1
1109,12,5,6
1110,12,6,7
1111,12,7,3
1112,12,8,5
1113,12,9,4
1114,12,10,4
1115,12,11,4
1116,12,12,5
1117,12,13,4
1118,12,14,5
1119,12,15,6
1120,12,16,6
1121,12,17,7
1122,12,18,7
1123,12,19,3
1124,12,20,2
1125,12,21,2
1126,12,22,25
1127,12,23,16
1128,12,24,1
1129,12,25,1
1130,12,26,1
1131,12,27,1
1132,12,28,1
1133,12,29,1
1134,12,30,1
1135,12,31,1
1136,12,32,15
1137,12,33,18
1138,12,34,35
1139,12,35,27
1140,12,36,17
1141,12,37,27
1142,12,38,27
1143,12,39,1
1144,12,40,40
1145,12,41,37
1146,12,42,11
1147,12,43,15
1148,12,44,28
1149,12,45,1
1150,12,46,14
1151,12,47,1
1152,12,48,14
1153,12,49,11
1154,12,50,29
1155,12,51,10
1156,12,52,8
1157,12,53,40
1158,12,54,1
1159,12,55,40
1160,12,56,14
1161,12,57,31
1162,12,58,31
1163,12,59,37
1164,12,60,17
1165,12,61,23
1166,12,62,1
1167,12,63,1
1168,12,64,1
1169,12,65,1
1170,12,66,1
1171,12,67,1
1172,12,68,1
1173,12,69,31
1174,12,70,8
1175,12,71,3
1176,12,72,7
1177,12,73,2
1178,12,74,3
1179,12,75,6
1180,12,76,6
1181,12,77,5
1182,12,78,5
1183,12,79,1
1184,12,80,6
1185,12,81,3
1186,12,82,2
1187,12,83,3
1188,12,84,6
1189,12,85,5
1190,12,86,5
1191,12,87,6
1192,12,88,5
1193,12,89,5
1194,12,90,5
1195,12,91,4
1196,13,0,2
1197,13,1,7
1198,13,2,7
1199,13,3,3
1200,13,4,3
1201,13,5,6
1202,13,6,7
1203,13,7,3
1204,13,8,6
1205,13,9,6
1206,13,10,6
1207,13,11,2
1208,13,12,7
1209,13,13,6
1210,13,14,6
1211,13,15,6
1212,13,16,6
1213,13,17,13
1214,13,18,25
1215,13,19,2
1216,13,20,4
1217,13,21,8
1218,13,22,16
1219,13,23,1
1220,13,24,1
1221,13,25,1
1222,13,26,1
1223,13,27,1
1224,13,28,1
1225,13,29,1
1226,13,30,15
1227,13,31,36
1228,13,32,1
1229,13,33,17
1230,13,34,1
1231,13,35,17
1232,13,36,18
1233,13,37,36
1234,13,38,16
1235,13,39,15
1236,13,40,29
1237,13,41,8
1238,13,42,13
1239,13,43,10
1240,13,44,40
1241,13,45,8
1242,13,46,29
1243,13,47,1
1244,13,48,25
1245,13,49,7
1246,13,50,13
1247,13,51,3
1248,13,52,1
1249,13,53,40
1250,13,54,15
1251,13,55,11
1252,13,56,19
1253,13,57,36
1254,13,58,16
1255,13,59,20
1256,13,60,1
1257,13,61,24
1258,13,62,1
1259,13,63,1
1260,13,64,1
1261,13,65,1
1262,13,66,1
1263,13,67,1
1264,13,68,1
1265,13,69,1
1266,13,70,19
1267,13,71,1
1268,13,72,7
1269,13,73,5
1270,13,74,5
1271,13,75,6
1272,13,76,6
1273,13,77,3
1274,13,78,2
1275,13,79,3
1276,13,80,4
1277,13,81,2
1278,13,82,2
1279,13,83,3
1280,13,84,6
1281,13,85,5
1282,13,86,5
1283,13,87,6
1284,13,88,5
1285,13,89,5
1286,13,90,5
1287,13,91,6
1288,14,0,7
1289,14,1,2
1290,14,2,2
1291,14,3,3
1292,14,4,3
1293,14,5,13
1294,14,6,2
1295,14,7,3
1296,14,8,5
1297,14,9,5
1298,14,10,6
1299,14,11,5
1300,14,12,5
1301,14,13,3
1302,14,14,5
1303,14,15,5
1304,14,16,7
1305,14,17,3
1306,14,18,2
1307,14,19,7
1308,14,20,3
1309,14,21,29
1310,14,22,27
1311,14,23,1
1312,14,24,1
1313,14,25,1
1314,14,26,1
1315,14,27,1
1316,14,28,1
1317,14,29,19
1318,14,30,36
1319,14,31,1
1320,14,32,1
1321,14,33,1
1322,14,34,1
1323,14,35,1
1324,14,36,19
1325,14,37,10
1326,14,38,1
1327,14,39,25
1328,14,40,13
1329,14,41,6
1330,14,42,7
1331,14,43,8
1332,14,44,28
1333,14,45,12
1334,14,46,10
1335,14,47,15
1336,14,48,13
1337,14,49,2
1338,14,50,7
1339,14,51,4
1340,14,52,1
1341,14,53,19
1342,14,54,7
1343,14,55,13
1344,14,56,9
1345,14,57,31
1346,14,58,15
1347,14,59,28
1348,14,60,1
1349,14,61,18
1350,14,62,38
1351,14,63,1
1352,14,64,33
1353,14,65,1
1354,14,66,1
1355,14,67,1
1356,14,68,1
1357,14,69,1
1358,14,70,17
1359,14,71,34
1360,14,72,1
1361,14,73,7
1362,14,74,3
1363,14,75,13
1364,14,76,6
1365,14,77,4
1366,14,78,4
1367,14,79,2
1368,14,80,3
1369,14,81,6
1370,14,82,5
1371,14,83,6
1372,14,84,6
1373,14,85,3
1374,14,86,3
1375,14,87,5
1376,14,88,4
1377,14,89,4
1378,14,90,5
1379,14,91,6
1380,15,0,7
1381,15,1,6
1382,15,2,3
1383,15,3,13
1384,15,4,13
1385,15,5,7
1386,15,6,3
1387,15,7,5
1388,15,8,1
1389,15,9,5
1390,15,10,6
1391,15,11,6
1392,15,12,6
1393,15,13,7
1394,15,14,2
1395,15,15,3
1396,15,16,7
1397,15,17,5
1398,15,18,5
1399,15,19,7
1400,15,20,9
1401,15,21,35
1402,15,22,1
1403,15,23,1
1404,15,24,1
1405,15,25,1
1406,15,26,1
1407,15,27,1
1408,15,28,34
1409,15,29,20
1410,15,30,27
1411,15,31,1
1412,15,32,27
1413,15,33,35
1414,15,34,18
1415,15,35,36
1416,15,36,1
1417,15,37,8
1418,15,38,9
1419,15,39,2
1420,15,40,2
1421,15,41,2
1422,15,42,25
1423,15,43,1
1424,15,44,15
1425,15,45,10
1426,15,46,29
1427,15,47,19
1428,15,48,7
1429,15,49,3
1430,15,50,1
1431,15,51,2
1432,15,52,7
1433,15,53,34
1434,15,54,7
1435,15,55,2
1436,15,56,8
1437,15,57,19
1438,15,58,20
1439,15,59,1
1440,15,60,38
1441,15,61,20
1442,15,62,40
1443,15,63,1
1444,15,64,17
1445,15,65,41
1446,15,66,1
1447,15,67,1
1448,15,68,1
1449,15,69,1
1450,15,70,42
1451,15,71,21
1452,15,72,34
1453,15,73,25
1454,15,74,3
1455,15,75,6
1456,15,76,7
1457,15,77,3
1458,15,78,5
1459,15,79,6
1460,15,80,7
1461,15,81,6
1462,15,82,4
1463,15,83,4
1464,15,84,5
1465,15,85,3
1466,15,86,3
1467,15,87,5
1468,15,88,5
1469,15,89,6
1470,15,90,6
1471,15,91,6
1472,16,0,2
1473,16,1,3
1474,16,2,2
1475,16,3,6
1476,16,4,6
1477,16,5,6
1478,16,6,6
1479,16,7,1
1480,16,8,4
1481,16,9,2
1482,16,10,5
1483,16,11,6
1484,16,12,6
1485,16,13,3
1486,16,14,7
1487,16,15,2
1488,16,16,3
1489,16,17,3
1490,16,18,6
1491,16,19,8
1492,16,20,1
1493,16,21,32
1494,16,22,1
1495,16,23,1
1496,16,24,1
1497,16,25,1
1498,16,26,43
1499,16,27,36
1500,16,28,19
1501,16,29,1
1502,16,30,1
1503,16,31,1
1504,16,32,35
1505,16,33,18
1506,16,34,34
1507,16,35,1
1508,16,36,13
1509,16,37,7
1510,16,38,1
1511,16,39,8
1512,16,40,12
1513,16,41,9
1514,16,42,12
1515,16,43,13
1516,16,44,12
1517,16,45,34
1518,16,46,34
1519,16,47,25
1520,16,48,7
1521,16,49,2
1522,16,50,13
1523,16,51,13
1524,16,52,1
1525,16,53,15
1526,16,54,31
1527,16,55,10
1528,16,56,1
1529,16,57,1
1530,16,58,14
1531,16,59,19
1532,16,60,1
1533,16,61,28
1534,16,62,1
1535,16,63,1
1536,16,64,40
1537,16,65,38
1538,16,66,1
1539,16,67,1
1540,16,68,1
1541,16,69,1
1542,16,70,1
1543,16,71,44
1544,16,72,24
1545,16,73,29
1546,16,74,25
1547,16,75,5
1548,16,76,7
1549,16,77,2
1550,16,78,3
1551,16,79,5
1552,16,80,5
1553,16,81,6
1554,16,82,5
1555,16,83,6
1556,16,84,3
1557,16,85,5
1558,16,86,6
1559,16,87,4
1560,16,88,1
1561,16,89,6
1562,16,90,6
1563,16,91,6
1564,17,0,3
1565,17,1,7
1566,17,2,5
1567,17,3,4
1568,17,4,4
1569,17,5,6
1570,17,6,6
1571,17,7,1
1572,17,8,4
1573,17,9,7
1574,17,10,3
1575,17,11,4
1576,17,12,4
1577,17,13,4
1578,17,14,6
1579,17,15,6
1580,17,16,4
1581,17,17,6
1582,17,18,25
1583,17,19,16
1584,17,20,1
1585,17,21,1
1586,17,22,1
1587,17,23,1
1588,17,24,1
1589,17,25,1
1590,17,26,37
1591,17,27,28
1592,17,28,1
1593,17,29,1
1594,17,30,44
1595,17,31,1
1596,17,32,21
1597,17,33,20
1598,17,34,9
1599,17,35,25
1600,17,36,7
1601,17,37,13
1602,17,38,8
1603,17,39,9
1604,17,40,29
1605,17,41,31
1606,17,42,16
1607,17,43,9
1608,17,44,1
1609,17,45,15
1610,17,46,29
1611,17,47,5
1612,17,48,25
1613,17,49,25
1614,17,50,6
1615,17,51,3
1616,17,52,9
1617,17,53,15
1618,17,54,19
1619,17,55,8
1620,17,56,8
1621,17,57,1
1622,17,58,12
1623,17,59,29
1624,17,60,16
1625,17,61,20
1626,17,62,40
1627,17,63,1
1628,17,64,38
1629,17,65,31
1630,17,66,31
1631,17,67,1
1632,17,68,1
1633,17,69,1
1634,17,70,1
1635,17,71,1
1636,17,72,30
1637,17,73,18
1638,17,74,11
1639,17,75,2
1640,17,76,5
1641,17,77,5
1642,17,78,6
1643,17,79,5
1644,17,80,6
1645,17,81,3
1646,17,82,2
1647,17,83,3
1648,17,84,5
1649,17,85,2
1650,17,86,2
1651,17,87,5
1652,17,88,5
1653,17,89,6
1654,17,90,5
1655,17,91,4
1656,18,0,6
1657,18,1,2
1658,18,2,3
1659,18,3,5
1660,18,4,4
1661,18,5,5
1662,18,6,6
1663,18,7,6
